pl_name,hostname,pl_orbper,pl_rade,pl_bmassj,pl_eqt,pl_insol,st_rad,st_teff,st_lum,sy_dist,pl_dens
TOI-3894 b,TOI-3894,4.3345401,15.15454191,0.88,1504.0,,1.502,6000.0,0.41896,417.365,0.44
Kepler-185 b,Kepler-185,1.632918853,1.056,,,483.3,0.718,5037.0,,466.735,
Kepler-1302 b,Kepler-1302,8.83922659,1.48,,778.0,86.5,0.87,5330.0,,634.58,
Kepler-1564 b,Kepler-1564,18.0540381,1.39,,623.0,35.72,0.852,5576.0,,908.805,
Kepler-659 b,Kepler-659,17.671796,2.33,,516.0,16.75,0.696,4867.0,,722.64,
Kepler-841 b,Kepler-841,124.4198398,5.23,,,,0.81,5324.0,,998.961,
Kepler-1913 b,Kepler-1913,14.1960001,1.51852059,,,,1.076,6214.0,,876.3,
Kepler-96 b,Kepler-96,16.238467767,2.27,,682.0,51.06,0.904,5763.0,,122.881,
WASP-45 b,WASP-45,3.126089,10.603714,0.964,1153.0,294.0,0.855,5150.0,-0.33555,211.196,1.418
Kepler-84 f,Kepler-84,44.5520266,2.29,,572.0,25.3,1.131,6036.0,,1023.9,
Kepler-120 b,Kepler-120,6.312508525,2.0,,575.0,25.94,0.571,4090.0,,388.63,
Kepler-545 b,Kepler-545,13.24934059,2.47,,767.0,81.9,0.965,5936.0,,818.001,
Kepler-1383 b,Kepler-1383,13.9093583,1.16,,910.0,161.84,1.194,6279.0,,1027.21,
Kepler-430 b,Kepler-430,35.9682692,2.95,,674.0,48.68,1.529,5883.0,,917.477,
Kepler-536 b,Kepler-536,1.827082299,6.18,,1876.0,2925.17,1.769,5311.0,,462.322,
Kepler-1120 b,Kepler-1120,2.949029052,1.51,,1028.0,263.92,0.807,4983.0,,615.231,
Kepler-529 b,Kepler-529,1.980356674,2.1,,1662.0,1808.41,1.189,6078.0,,799.008,
Kepler-254 b,Kepler-254,5.826659194,3.68,,983.0,220.71,0.885,5941.0,,1389.48,
Kepler-7 b,Kepler-7,4.885525,16.567,0.433,1540.0,,1.843,5933.0,0.618,922.562,0.166
Kepler-367 c,Kepler-367,53.5778376,1.36,,350.0,3.55,0.718,4722.0,,188.027,
K2-155 b,K2-155,6.34365,1.55,,,19.9,0.526,3919.0,-1.22915,72.7998,
Kepler-606 b,Kepler-606,24.31575992,2.78,,679.0,50.35,1.031,6241.0,,1215.11,
K2-381 b,K2-381,7.9388,0.94,,,,0.616,,,145.701,
Kepler-423 b,Kepler-423,2.68432897,12.4,,1301.0,,0.93,5976.0,,758.753,
Kepler-231 b,Kepler-231,10.06524317,1.91,,488.0,13.43,0.56,4077.0,,316.618,
Kepler-1921 c,Kepler-1921,3.157219887,1.68700004,,,,2.0,6120.0,,928.989,
Kepler-313 c,Kepler-313,32.2753853,2.31,,683.0,51.5,1.483,5726.0,,,
Kepler-1224 b,Kepler-1224,13.32351601,1.11,,852.0,124.69,1.048,6282.0,,559.598,
Kepler-1439 b,Kepler-1439,8.07392849,1.3,,392.0,5.6,0.38,3471.0,,225.393,
Kepler-1683 b,Kepler-1683,15.0337,1.87477762,,,,0.900327,5429.0,-0.19763,733.143,
Kepler-1810 b,Kepler-1810,101.1323475,3.87,,380.0,4.91,1.016,5492.0,,1009.87,
Kepler-1675 b,Kepler-1675,63.0380366,2.59,,465.0,11.1,1.019,5798.0,,651.117,
Kepler-200 c,Kepler-200,10.222084,2.9,,987.0,,1.28,6034.0,,665.912,
Kepler-276 d,Kepler-276,48.6476601,2.58,,525.0,18.0,1.026,6102.0,,1144.86,
Kepler-292 d,Kepler-292,7.055679,2.23,,,,0.826,5299.0,,1056.48,
Kepler-577 b,Kepler-577,25.69578251,1.68,,315.0,2.32,0.48,3789.0,,524.247,
K2-233 c,K2-233,7.06142,1.335,,728.0,67.1,0.745,4950.0,-0.52288,67.5062,
Kepler-51 b,Kepler-51,45.15396,6.83,0.02108056,,,0.87,5674.0,,783.831,0.115
Kepler-1043 b,Kepler-1043,38.5053398,2.54,,532.0,18.98,0.881,5974.0,,903.332,
Kepler-1991 c,Kepler-1991,22.79019928,2.90799999,,,,1.053,5478.0,,855.82,
Kepler-1296 b,Kepler-1296,8.3839865,0.91,,,,0.83,5359.0,,1551.54,
Kepler-325 d,Kepler-325,38.7146833,3.01,,541.0,20.26,0.982,5749.0,,823.242,
WASP-47 d,WASP-47,9.03101,3.58,0.04184648,885.0,145.0,1.144,5476.0,,264.78,1.44
Kepler-1839 b,Kepler-1839,5.05661302,1.15,,1049.0,286.32,0.939,5926.0,,1136.6,
Kepler-1812 b,Kepler-1812,7.16521372,2.49,,1034.0,270.34,1.103,6174.0,,1409.19,
TOI-2977 b,TOI-2977,2.3505614,13.15934334,1.68,1544.0,947.8,1.073,5691.0,0.03703,,1.28
WASP-31 b,WASP-31,3.405886,17.362741,0.489,,,1.252,6300.0,,383.829,0.163
Kepler-186 d,Kepler-186,13.34,1.55,,,,,,,177.594,
Kepler-504 b,Kepler-504,9.549277089,1.57,,374.0,4.62,0.369,3547.0,,99.0688,
Kepler-1799 b,Kepler-1799,11.92976844,2.67,,770.0,83.04,0.921,5831.0,,2254.69,
Kepler-60 d,Kepler-60,11.899,1.6,0.01227071,,,,,,1025.1,6.0
Kepler-633 c,Kepler-633,23.783247,2.45,,853.0,124.95,1.549,6282.0,,680.54,
Kepler-44 b,Kepler-44,3.246732,7.1,,1118.0,,0.87,5442.0,,1188.0,
Kepler-54 d,Kepler-54,20.99587872,1.3,,328.0,2.74,0.47,3713.0,,271.701,
Kepler-1912 b,Kepler-1912,6.059219837,1.35670508,,,,0.962,5734.0,,297.017,
Kepler-272 b,Kepler-272,2.971353,1.43,,,,0.929,5297.0,,889.608,
Kepler-306 c,Kepler-306,7.2402285,2.58,,803.0,98.13,0.851,5219.0,,775.679,
Kepler-1964 b,Kepler-1964,2.440836404,14.68,,997.0,233.49,0.71,4798.0,,,
Kepler-119 b,Kepler-119,2.4220796,3.62,,1201.0,,0.81,5570.0,,701.996,
Kepler-1185 b,Kepler-1185,104.3519624,1.39,,355.0,3.74,0.87,5650.0,,459.273,
Kepler-316 b,Kepler-316,2.240486391,1.3,,,,0.6,4268.0,,384.938,
Kepler-265 d,Kepler-265,43.1308082,2.23,,,,1.03,5883.0,,1280.25,
Kepler-760 b,Kepler-760,8.70419416,4.02,,892.0,149.57,1.119,5423.0,,792.336,
Kepler-163 c,Kepler-163,21.3473612,2.23,,623.0,35.56,0.901,5772.0,,689.814,
Kepler-1156 b,Kepler-1156,11.89520511,1.25,,812.0,102.66,0.945,6061.0,,691.331,
Kepler-329 c,Kepler-329,18.684737,1.93,,,,0.523,4257.0,,439.719,
Kepler-662 b,Kepler-662,21.67697486,1.54,,430.0,8.09,0.527,4722.0,,815.637,
Kepler-344 b,Kepler-344,21.963945,2.61,,,,0.976,5774.0,,1002.94,
Kepler-1261 b,Kepler-1261,48.4308,2.3,,395.0,,0.74,5046.0,,744.294,
Kepler-526 b,Kepler-526,5.458498316,2.18,,1125.0,379.14,1.259,5716.0,,666.146,
Kepler-51 c,Kepler-51,85.316,6.4,0.01227071,,,,,,783.831,0.1
Kepler-1157 b,Kepler-1157,4.45743164,0.96,,732.0,67.7,0.612,4487.0,,342.144,
Kepler-1611 b,Kepler-1611,5.1762429,0.66,,887.0,146.22,0.72,5511.0,,908.444,
Kepler-1752 b,Kepler-1752,56.3592236,5.26,,419.0,7.29,0.821,5446.0,,962.888,
Kepler-527 b,Kepler-527,13.28536452,4.03,,1157.0,423.65,1.9,6534.0,,750.04,
Kepler-1511 b,Kepler-1511,23.2382792,1.68,,,,1.29,6064.0,,1475.6,
NGTS-17 b,NGTS-17,3.24253,13.89913607,0.764,1457.0,1160.0,1.337,5650.0,,1040.28,0.5
Kepler-201 c,Kepler-201,151.884058,2.85,,,,1.229,6065.0,,636.445,
HD 191939 d,HD 191939,38.352562,3.1168896,0.00692197,502.73,,0.934,5385.0,-0.17783,53.6089,0.4
Kepler-54 d,Kepler-54,21.0,1.45,,,,,,,271.701,
Kepler-27 c,Kepler-27,31.33050622,6.246,,,10.9,0.744,5264.0,,1044.36,
Kepler-755 b,Kepler-755,1.269090374,1.76,,,,0.77,5043.0,,399.034,
Kepler-1064 b,Kepler-1064,16.54080322,1.55,,,,0.79,5153.0,,,
HATS-12 b,HATS-12,3.142811,5.69,,,,0.822,,,746.138,
Kepler-714 b,Kepler-714,8.098887986,9.19,,976.0,214.28,1.064,6167.0,,2083.37,
K2-72 c,K2-72,15.189034,1.16,,,2.2,0.330989,3360.47,,66.4321,
Kepler-523 b,Kepler-523,5.835983111,1.93,,892.0,149.39,0.836,5509.0,,253.295,
Kepler-1325 b,Kepler-1325,33.8786838,2.86,,,,0.91,5550.0,,973.368,
TOI-411 c,HD 22946,9.573096,2.74,,1033.0,,1.157,6040.0,,62.7792,
TOI-2180 b,TOI-2180,260.17400608713,11.31924234,,360.17,3.9769,1.62762,5739.0,,116.685,
Kepler-238 c,Kepler-238,6.15555756,3.052,,,502.4,1.567,5800.0,,1798.75,
Kepler-1841 b,Kepler-1841,25.886129,1.58,,577.0,26.24,0.906,5506.0,,631.7,
Kepler-1921 c,Kepler-1921,3.15722086,1.41,,1791.0,2436.47,2.0,6120.0,,928.989,
Kepler-148 d,Kepler-148,51.84688575,8.95,,416.0,7.05,0.838,5271.0,,791.163,
WASP-47 e,WASP-47,0.789655,1.8,,,,1.1,5565.0,,264.78,
K2-146 b,K2-146,2.6446,2.05,0.01816,,,0.33,3385.0,,79.3002,3.69
Kepler-349 c,Kepler-349,12.24769,2.09,,772.0,,0.91,5934.0,,940.724,
Kepler-69 b,Kepler-69,13.72237104,2.28,,746.0,73.16,0.943,5637.0,,730.625,
WASP-25 b,WASP-25,3.76483,11.99363,0.44,,,0.8,5750.0,,211.416,
HD 191939 b,HD 191939,8.88029,3.39,0.03272206,893.0,,0.94,5348.0,-0.18709,53.6089,1.5
Kepler-1983 b,Kepler-1983,7.32849062,88.52,,797.0,95.37,0.853,5120.0,,424.428,
TOI-519 b,TOI-519,1.26523248,11.87031056,0.525,754.0,54.0,0.3578,3354.0,-1.83565,115.557,0.551
Kepler-310 d,Kepler-310,92.876125,2.47,,,,0.876,5797.0,,602.268,
Kepler-730 b,Kepler-730,6.4916717,8.7,,1022.0,,1.02,6032.0,,1935.04,
Kepler-196 b,Kepler-196,20.74011,2.1,,569.0,,0.83,5231.0,,451.312,
K2-35 b,K2-35,2.39984,1.4,,979.0,217.4,0.72,4680.0,,252.596,
Kepler-1066 b,Kepler-1066,1.931559839,2.55,,1513.0,1239.6,1.05,5642.0,,344.251,
Kepler-1010 b,Kepler-1010,34.2685705,2.47,,498.0,14.56,0.866,5325.0,,579.273,
Kepler-1774 b,Kepler-1774,59.7711433,3.17,,522.0,17.53,1.122,6214.0,,816.592,
Kepler-1714 b,Kepler-1714,10.27531708,3.17,,1219.0,522.13,2.114,6174.0,,409.46,
Kepler-275 c,Kepler-275,16.08821,2.84,,838.0,,1.14,6495.0,,2034.25,
Kepler-105 c,Kepler-105,7.126,1.6,0.01132681,,,,,,459.223,2.7
Kepler-661 b,Kepler-661,6.029301321,3.14,,685.0,52.09,0.693,4536.0,,534.788,
Kepler-1409 b,Kepler-1409,0.764864926,1.04,,,,0.79,5160.0,,694.89,
Kepler-1157 b,Kepler-1157,4.45743164,0.96,,732.0,67.7,0.612,4487.0,,342.144,
Kepler-1783 b,Kepler-1783,8.27744313,2.38,,1088.0,331.35,1.781,5129.0,,264.078,
K2-15 b,K2-15,11.8097,2.84,,,48.0,0.78,5314.0,,493.992,
Kepler-1051 b,Kepler-1051,25.96190067,3.25,,850.0,123.11,1.729,6369.0,,829.343,
Kepler-291 b,Kepler-291,3.54653414,2.17,,1212.0,510.26,0.986,5993.0,,1786.48,
Kepler-101 b,Kepler-101,3.4876812,5.77,0.16,1513.0,,1.56,5667.0,,927.981,1.45
Kepler-1002 b,Kepler-1002,4.336491,1.5,,1308.0,,1.32,6045.0,,408.303,
TOI-2669 b,TOI-2669,6.2034,19.72780603,0.61,,,4.1,4800.0,,393.443,
Kepler-118 c,Kepler-118,20.172023866,7.19,,619.0,34.8,0.978,5275.0,,574.228,
Kepler-191 c,Kepler-191,17.73852054,2.11,,578.0,26.36,0.787,5275.0,,594.464,
K2-107 b,K2-107,3.313944,14.4,,,,1.73,,,685.2,
Kepler-1745 b,Kepler-1745,3.016148,1.5,,1295.0,,0.98,6013.0,,996.105,
Kepler-707 b,Kepler-707,2.237492751,1.33,,,,0.76,5099.0,,591.776,
Kepler-1372 b,Kepler-1372,1.311555568,1.27,,,,0.97,5677.0,,1303.22,
Kepler-1038 b,Kepler-1038,148.4601819,3.61,,285.0,1.56,0.821,5159.0,,584.136,
Kepler-779 b,Kepler-779,7.09714223,0.92,,,,0.44,3804.0,,283.155,
Kepler-957 b,Kepler-957,5.90741476,5.1,,769.0,82.73,0.69,4963.0,,824.688,
Kepler-230 b,Kepler-230,32.62882975,3690.889,,,12.0,0.773,5253.0,,740.754,
Kepler-1581 b,Kepler-1581,6.28385491,0.75,,1117.0,367.84,1.219,5989.0,,493.175,
Kepler-1128 b,Kepler-1128,61.6178167,3.65,,,,0.91,5543.0,,1083.41,
Kepler-1158 b,Kepler-1158,13.5396293,1.55,,952.0,194.5,1.337,6398.0,,1484.25,
Kepler-1734 b,Kepler-1734,6.79684436,2.12,,985.0,222.91,0.97,6061.0,,1482.83,
Kepler-1276 b,Kepler-1276,12.5722897,1.09,,886.0,145.82,1.169,6084.0,,538.481,
Kepler-286 e,Kepler-286,29.2215101,1.79,,582.0,27.18,0.908,5970.0,,1226.85,
Kepler-325 c,Kepler-325,12.76224947,2.744,,,51.5,0.81,5541.0,,823.242,
Kepler-173 c,Kepler-173,8.00579096,2.36,,956.0,197.06,0.935,6032.0,,833.165,
Kepler-607 b,Kepler-607,0.638162933,0.91,,1874.0,2928.31,0.888,5244.0,,519.122,
Kepler-275 d,Kepler-275,35.6756963,3.1,,,,1.28,6193.0,,2034.25,
Kepler-353 b,Kepler-353,5.7952971,1.08,,549.0,21.42,0.523,3903.0,,384.694,
Kepler-201 b,Kepler-201,25.67212848,2.63,,,,1.2,6150.0,,636.445,
Kepler-1821 b,Kepler-1821,16.45819349,1.98,,678.0,49.97,0.877,5815.0,,799.699,
Kepler-957 b,Kepler-957,5.907413537,5.04,,769.0,82.73,0.69,4963.0,,824.688,
HATS-14 b,HATS-14,2.7667641,11.646151,1.069,,,0.933,5346.0,,513.011,1.19
LTT 3780 b,LTT 3780,0.76837883,1.32,0.00777149,,,0.382,3360.0,-1.77728,21.9814,5.91
Kepler-1019 b,Kepler-1019,1.411229847,1.46,,,,0.67,4433.0,,194.182,
K2-29 b,K2-29,3.258768,11.42,,,293.0,0.85,5323.0,,178.475,
Kepler-111 c,Kepler-111,224.7782093,7.258,,,2.4,1.105,5905.0,,657.223,
Kepler-1341 b,Kepler-1341,132.9955503,2.51,,241.0,0.8,0.659,4523.0,,476.957,
WD 1856+534 b,WD 1856+534,1.4079405,10.4,13.8,163.0,0.181,0.0131,4710.0,,24.7359,
TOI-5153 b,TOI-5153,20.9108406,11.3547,,739.0,49.5559,1.38,6408.0,,390.484,
Kepler-1682 b,Kepler-1682,14.8322,2.9,,725.0,,0.94,5764.0,,1159.85,
Kepler-338 d,Kepler-338,44.4301361,2.8,,680.0,50.44,1.735,5923.0,,552.798,
Kepler-1804 b,Kepler-1804,12.28850922,3.14,,913.0,164.61,1.671,5109.0,,434.456,
Kepler-164 d,Kepler-164,28.9869016,2.7,,637.0,38.82,1.097,5888.0,,890.758,
Kepler-971 b,Kepler-971,9.590633,4.77,,1088.0,,1.76,5541.0,,338.522,
Kepler-127 b,Kepler-127,14.43594397,1.491,,,154.6,1.383,6125.0,,352.794,
Kepler-585 b,Kepler-585,2.752359753,3.64,,1400.0,907.58,1.17,5749.0,,585.187,
WASP-88 b,WASP-88,4.954,19.055,0.56,1772.0,,2.08,6431.0,,523.756,0.146
Kepler-1367 b,Kepler-1367,1.574090272,0.85,,869.0,134.74,0.546,3954.0,,401.484,
Kepler-200 c,Kepler-200,10.22214214,1.99,,987.0,224.58,1.277,6053.0,,665.912,
Kepler-278 c,Kepler-278,51.075756,3.36,,696.0,55.42,2.935,4991.0,,443.03,
K2-12 b,K2-12,8.282455,2.18823473,,,,1.005112,5663.0,,326.381,
OGLE-TR-10 b,OGLE-TR-10,3.101386,13.89916,0.57,,,1.0,5750.0,,1344.97,0.38
Kepler-271 c,Kepler-271,7.411038,1.15,,933.0,,0.97,5759.0,,404.542,
Kepler-538 b,Kepler-538,81.73778,2.215,0.03335116,380.0,2.99,0.8717,5547.0,,155.956,5.4
Kepler-928 b,Kepler-928,3.932461302,1.59,,,,0.7,4700.0,,508.809,
Kepler-26 b,Kepler-26,12.283,2.73,,,6.06,0.447,3853.0,,335.307,
Kepler-1276 b,Kepler-1276,12.5720095,1.09,,909.0,161.43,1.075,6456.0,,538.481,
Kepler-21 b,Kepler-21,2.785755,1.6354,0.033,1956.0,,1.86,6131.0,,108.522,12.9
Kepler-1471 c,Kepler-1471,11.6044881,1.88,,841.0,118.5,1.166,5533.0,,978.678,
Kepler-1479 b,Kepler-1479,14.53261362,1.73,,746.0,73.37,0.932,6003.0,,728.668,
Kepler-1666 b,Kepler-1666,25.8474596,2.57,,672.0,48.23,1.031,6297.0,,1379.37,
Kepler-1130 d,Kepler-1130,4.27226421,0.64,,981.0,218.63,0.842,5450.0,,249.343,
Kepler-671 b,Kepler-671,4.280958588,2.33,,1014.0,250.32,0.831,5641.0,,1168.26,
EPIC 201757695.02,EPIC 201757695,2.0478,0.90819,,,,0.655,4520.0,-0.36351,,
Kepler-770 c,Kepler-770,1.475322314,0.95,,1368.0,827.55,0.753,5513.0,,930.457,
Kepler-894 b,Kepler-894,9.803224,3.23,,896.0,152.12,0.992,6170.0,,1162.91,
Kepler-1086 b,Kepler-1086,18.78425728,2.27,,415.0,7.02,0.612,4137.0,,466.084,
Kepler-376 c,Kepler-376,14.17220432,2.02,,,,1.24,5911.0,,923.067,
Kepler-517 b,Kepler-517,60.92818866,2.78,,467.0,11.28,1.023,5638.0,,289.907,
Kepler-1842 b,Kepler-1842,14.02635723,2.34,,822.0,108.07,1.131,5970.0,,923.551,
Kepler-313 c,Kepler-313,32.273273,2.57,,,,1.536,5727.0,,,
TOI-6008 b,TOI-6008,0.85737269789,1.24654784,,649.33,42.0122,0.235048,3098.0,,23.1008,
Kepler-587 b,Kepler-587,10.94027841,2.16,,767.0,81.96,0.872,5757.0,,787.894,
EPIC 212587672 c,EPIC 212587672,23.226001,2.24459533,,,,0.952744,5928.0,,320.07,
Kepler-1056 b,Kepler-1056,27.495606,2.32,,590.0,28.66,0.911,5657.0,,982.51,
TOI-1244 b,TOI-1244,6.40028074824,2.2730301,,699.05,56.4369,0.720551,4599.0,,102.551,
Kepler-173 c,Kepler-173,8.005783665,2.41,,956.0,197.06,0.935,6032.0,,833.165,
Kepler-1783 b,Kepler-1783,8.27744313,1.024,,,65.5,0.767,5170.0,,264.078,
WASP-49 b,WASP-49,2.7817387,12.498,0.378,,,0.976,5600.0,,194.553,0.363
Kepler-1344 b,Kepler-1344,4.7683049,1.79,,1219.0,522.81,1.116,6237.0,,853.959,
K2-16 c,K2-16,19.07863,2.54,,485.0,13.1,0.66,4742.0,,334.967,
Kepler-773 b,Kepler-773,3.749103,1.57,,1196.0,,1.05,5746.0,,547.026,
HD 110082 b,HD 110082,10.18271,3.2,,,,1.19,6200.0,0.28103,105.096,
Kepler-135 b,Kepler-135,6.002535939,1.72,,1183.0,462.88,1.209,6388.0,,621.855,
HATS-71 b,HATS-71,3.7955202,11.478016,0.37,586.8,,0.4783,3405.0,-1.55988,140.225,0.42
Kepler-1727 b,Kepler-1727,9.0293089,2.72,,757.0,77.75,0.82,5349.0,,894.187,
Kepler-1594 b,Kepler-1594,2.71603809,1.04,,1388.0,877.28,1.01,6191.0,,976.868,
Kepler-302 c,Kepler-302,127.2824031,9.32,,352.0,3.61,0.883,5938.0,,1402.58,
TOI-700 b,TOI-700,9.97701,1.01,,,5.0,0.42,3480.0,-1.63264,31.1265,
Kepler-1484 b,Kepler-1484,30.4549136,2.3,,624.0,35.92,0.984,6283.0,,2879.83,
Kepler-1145 b,Kepler-1145,3.970805,1.6,,965.0,,0.8,5194.0,,691.961,
HAT-P-18 b,HAT-P-18,5.508023,11.152955,0.2,,,0.749,4803.0,,161.4,0.251
Kepler-215 e,Kepler-215,68.1613598,1.49,,,,0.85,5679.0,,485.997,
HATS-3 b,HATS-3,3.547851,15.479629,1.071,,,1.404,6351.0,,411.211,
Kepler-1152 b,Kepler-1152,1.646801908,0.91,,840.0,117.94,0.537,3900.0,,215.233,
Kepler-1411 b,Kepler-1411,86.1150888,3.24,,444.0,9.17,1.064,6167.0,,1660.48,
Kepler-1304 b,Kepler-1304,16.1288853,2.31,,627.0,36.62,0.821,5295.0,,2176.08,
Kepler-279 c,Kepler-279,35.7355719,5.61,,,,1.66,6488.0,,1037.4,
K2-227 b,K2-227,13.621832,1.66551298,,,,0.890666,5673.0,,187.234,
Kepler-211 c,Kepler-211,6.04045,1.29,,,,0.816,5123.0,,309.353,
Kepler-176 d,Kepler-176,25.752,2.47,0.048,,,0.877,,,527.321,
TOI-837 b,TOI-837,8.3248762,8.63093,1.2,,,1.022,6047.0,,142.488,
Kepler-194 b,Kepler-194,2.092269993,1.59,,,,1.11,5965.0,,1097.97,
Kepler-348 b,Kepler-348,7.056747,1.49,,1060.0,,1.08,6361.0,,570.783,
TOI-1438 b,TOI-1438,5.13967,3.04,0.02957571,971.0,145.0,0.82,5230.0,-0.34679,110.513,1.8
Kepler-1964 b,Kepler-1964,2.440836404,14.68,,997.0,233.49,0.71,4798.0,,,
Kepler-661 b,Kepler-661,6.029301321,3.07,,,,0.67,4483.0,,534.788,
Kepler-1982 b,Kepler-1982,3.82316376,1.04,,1554.0,1377.67,1.491,6597.0,,558.855,
Kepler-256 e,Kepler-256,10.68167916,1.8,,825.0,109.3,0.965,5936.0,,1026.43,
Kepler-1585 b,Kepler-1585,3.5827463,1.72,,1064.0,302.74,0.872,5448.0,,944.465,
Kepler-1474 b,Kepler-1474,36.4333452,2.16,,,,1.04,5870.0,,1180.9,
Kepler-2001 b,Kepler-2001,1.090039968,1.19099998,,,,0.77,5081.0,,776.55,
Kepler-1240 b,Kepler-1240,4.8663815,1.14,,1052.0,289.06,0.948,5658.0,,862.186,
WASP-56 b,WASP-56,4.6171,10.53646,0.45,,,0.96,5600.0,,321.084,
TRAPPIST-1 c,TRAPPIST-1,2.421848,1.049,,342.0,2.26,0.117,2550.0,-3.27984,,
Kepler-584 b,Kepler-584,35.1810304,4.02,,656.0,43.75,1.183,6466.0,,1848.84,
Kepler-1165 c,Kepler-1165,29.96819,2.02,,628.0,,1.03,6225.0,,1575.2,
Kepler-517 b,Kepler-517,60.9292,3.12,,462.0,,1.03,5598.0,,289.907,
Kepler-230 c,Kepler-230,91.77221,2.13,,358.0,3.9,0.796,5588.0,,740.754,
Kepler-353 c,Kepler-353,8.41102527,1.51,,,13.17,0.633367,3915.0,-1.07107,384.694,
Kepler-1588 b,Kepler-1588,7.84931739,0.78,,925.0,172.98,0.99,5678.0,,924.141,
Kepler-908 b,Kepler-908,1.340638,1.17,,1764.0,,1.115,5986.0,,290.843,
Kepler-716 c,Kepler-716,3.96999,1.39281536,,,,0.742183,5012.0,-0.50424,635.009,
Kepler-37 c,Kepler-37,21.302071,0.705,,,,0.79137,5391.0,-0.32187,63.9207,
K2-225 b,K2-225,15.87209,3.49,,902.0,,1.7,5742.0,,357.778,
Kepler-349 b,Kepler-349,5.92973644,2.48,,,,1.2,6111.0,,940.724,
TOI-3912 b,TOI-3912,3.4936264,14.28024141,0.406,1512.0,872.2,1.392,5725.0,0.27323,465.992,0.243
Kepler-600 b,Kepler-600,23.67517607,2.81,,527.0,18.28,0.783,5302.0,,619.723,
WASP-195 b,WASP-195,5.051928,10.31226224,0.104,1522.0,890.0,1.578,6300.0,,484.852,0.16
Kepler-769 b,Kepler-769,7.42608123,2.47,,1037.0,273.78,1.176,6049.0,,1169.57,
Kepler-192 b,Kepler-192,9.926746,2.74,,,,1.007,5479.0,,651.674,
Kepler-1264 b,Kepler-1264,0.968527683,1.21,,1677.0,1867.0,0.886,5580.0,,801.993,
Kepler-42 b,Kepler-42,1.2137672,0.78,,519.0,,0.17,3068.0,-2.62,40.0595,
Kepler-102 b,Kepler-102,5.28695437,0.49,,797.0,95.21,0.755,4812.0,,107.796,
HD 73583 b,HD 73583,6.3980661,2.84,0.05002699,742.7,46.2,0.677,4582.0,-0.74425,31.5666,3.8
Kepler-318 c,Kepler-318,11.8150174,3.48,,762.0,79.66,0.939,5729.0,,489.141,
Kepler-323 b,Kepler-323,1.678328,1.381,0.01227077,1838.0,1900.0,1.12,6004.0,,454.883,8.2
Kepler-986 b,Kepler-986,56.4349938,2.09,,444.0,9.2,0.883,5734.0,,548.364,
Kepler-1266 c,Kepler-1266,4.86635506,1.466,,,110.4,0.717,4976.0,,849.312,
Kepler-8 b,Kepler-8,3.5224991,15.871944,0.59,1680.0,,1.486,6213.0,,1021.87,0.27
Kepler-780 b,Kepler-780,0.677375164,0.97,,2173.0,5267.01,1.099,5735.0,,557.652,
KOI-1783.01,KOI-1783,134.4785189,10.52,,412.0,6.81,1.336,5791.0,,865.73,
Kepler-1547 b,Kepler-1547,0.692979676,0.82,,2210.0,5635.0,1.024,6103.0,,674.695,
Kepler-1802 b,Kepler-1802,7.72515184,1.24,,557.0,22.81,0.608,4141.0,,636.694,
Kepler-253 c,Kepler-253,10.28192877,2.7,,687.0,52.79,0.79,5216.0,,838.595,
Kepler-1754 b,Kepler-1754,8.19593235,2.2,,672.0,48.2,0.747,4723.0,,718.945,
Kepler-556 b,Kepler-556,11.72292176,2.13,,797.0,95.29,0.937,5957.0,,674.598,
Kepler-391 b,Kepler-391,7.41682,2.16,,1279.0,,2.41,5214.0,,869.236,
Kepler-1626 b,Kepler-1626,4.13962966,2.02,,,,1.85,6826.0,,1368.83,
Kepler-1651 b,Kepler-1651,9.8847,1.15,,320.0,,0.27,3240.0,,66.4074,
K2-416 b,K2-416,13.102,2.66,5.2,447.0,,0.554,3746.0,-1.27003,120.311,
Kepler-796 b,Kepler-796,6.40087618,2.749,,,753.4,2.369,5319.0,,817.584,
Kepler-1200 b,Kepler-1200,1.118549717,1.05,,1182.0,461.07,0.672,4493.0,,588.715,
Kepler-499 b,Kepler-499,5.632528453,2.1,,841.0,118.31,0.801,5210.0,,556.726,
Kepler-1192 b,Kepler-1192,25.2034787,2.57,,600.0,30.62,0.921,5831.0,,1304.19,
Kepler-1593 b,Kepler-1593,174.509835,1.91,,187.0,0.29,0.455,4366.0,,638.249,
Kepler-1922 b,Kepler-1922,13.2226208,1.47,,740.0,70.87,0.861,5933.0,,1344.29,
Kepler-1990 b,Kepler-1990,1.73513619,3.27,,1554.0,1372.87,1.071,5751.0,,392.739,
Kepler-307 c,Kepler-307,13.073,2.72,0.01227071,,,0.99,,,575.581,1.13
Kepler-80 d,Kepler-80,3.072169,1.47,,851.0,,0.647,4613.0,,369.451,
Kepler-1762 b,Kepler-1762,29.5391328,2.74,,735.0,68.88,1.298,6616.0,,1663.74,
Kepler-1801 c,Kepler-1801,116.5849991,4.05900001,,,,0.981,5738.0,,839.332,
Kepler-37 b,Kepler-37,13.36744,0.31,,629.0,,0.728,5288.0,,63.9207,
Kepler-1121 b,Kepler-1121,13.15140223,1.87,,1008.0,243.84,1.636,6154.0,,482.047,
TOI-125 b,TOI-125,4.6517186,2.66889,,1343.0,540.772,0.85,5154.0,,111.059,
